timestamp,ax,ay,az,vibration,rms
110217,0.0520,0.0024,0.9111,0.0012,0.9115
110237,0.0496,-0.0007,0.9104,0.0007,0.9116
110257,0.0515,-0.0007,0.9063,0.0012,0.9104
110277,0.0471,-0.0017,0.9067,0.0014,0.9097
110297,0.0508,-0.0032,0.9055,0.0011,0.9089
110317,0.0479,0.0012,0.9138,0.0022,0.9107
110337,0.0505,0.0005,0.9067,0.0009,0.9099
110357,0.0491,0.0017,0.9089,0.0007,0.9100
110377,0.0522,-0.0012,0.9099,0.0010,0.9105
110397,0.0476,-0.0007,0.9060,0.0012,0.9095
110417,0.0493,-0.0022,0.9092,0.0006,0.9098
110437,0.0498,-0.0017,0.9094,0.0004,0.9101
110457,0.0503,0.0015,0.9063,0.0011,0.9094
110477,0.0515,-0.0007,0.9097,0.0007,0.9099
110497,0.0515,0.0005,0.9146,0.0019,0.9117
110517,0.0530,0.0034,0.9104,0.0013,0.9118
110537,0.0540,-0.0007,0.9114,0.0010,0.9121
110557,0.0518,-0.0020,0.9087,0.0009,0.9115
110577,0.0469,0.0002,0.9099,0.0016,0.9114
110597,0.0549,-0.0012,0.9121,0.0015,0.9121
110617,0.0488,-0.0002,0.9116,0.0009,0.9124
110637,0.0503,-0.0002,0.9082,0.0008,0.9115
110657,0.0518,0.0042,0.9102,0.0014,0.9116
110677,0.0505,0.0007,0.9109,0.0003,0.9118
110697,0.0476,0.0015,0.9102,0.0010,0.9117
110717,0.0476,-0.0061,0.9084,0.0023,0.9111
110737,0.0518,-0.0002,0.9121,0.0011,0.9118
110757,0.0527,-0.0059,0.9050,0.0024,0.9102
110777,0.0479,0.0015,0.9075,0.0015,0.9098
110797,0.0469,-0.0024,0.9138,0.0019,0.9114
110817,0.0488,-0.0020,0.9087,0.0004,0.9110
110837,0.0530,-0.0002,0.9058,0.0017,0.9099
110857,0.0520,-0.0022,0.9058,0.0010,0.9091
110877,0.0515,-0.0032,0.9065,0.0006,0.9087
110897,0.0508,0.0012,0.9021,0.0018,0.9072
110917,0.0491,0.0017,0.9111,0.0019,0.9088
110937,0.0515,-0.0012,0.9072,0.0005,0.9087
110957,0.0540,0.0010,0.9038,0.0015,0.9077
110977,0.0476,-0.0027,0.9099,0.0018,0.9088
110997,0.0530,-0.0034,0.9131,0.0020,0.9105
111017,0.0535,-0.0007,0.9094,0.0007,0.9107
111037,0.0513,0.0015,0.9102,0.0009,0.9109
111057,0.0493,-0.0017,0.9084,0.0009,0.9106
111077,0.0457,0.0020,0.9082,0.0018,0.9102
111097,0.0471,0.0002,0.9065,0.0010,0.9095
111117,0.0508,-0.0015,0.9080,0.0008,0.9094
111137,0.0510,-0.0017,0.9072,0.0007,0.9092
111157,0.0493,-0.0005,0.9045,0.0010,0.9082
111177,0.0479,0.0007,0.9109,0.0014,0.9094
111197,0.0466,-0.0046,0.9067,0.0016,0.9090
111217,0.0483,-0.0027,0.9072,0.0004,0.9088
111237,0.0522,0.0005,0.9163,0.0030,0.9115
111257,0.0513,-0.0015,0.9048,0.0017,0.9099
111277,0.0486,0.0020,0.9092,0.0011,0.9101
111297,0.0491,0.0002,0.9063,0.0008,0.9093
111317,0.0479,-0.0024,0.9102,0.0011,0.9100
111337,0.0527,-0.0010,0.9114,0.0014,0.9108
111357,0.0537,0.0002,0.9089,0.0011,0.9107
111377,0.0508,0.0005,0.9126,0.0010,0.9117
111397,0.0466,-0.0002,0.9060,0.0018,0.9104
111417,0.0540,-0.0015,0.9116,0.0015,0.9112
111437,0.0464,0.0000,0.9121,0.0016,0.9118
111457,0.0525,-0.0020,0.9097,0.0010,0.9116
111477,0.0520,-0.0015,0.9116,0.0006,0.9121
111497,0.0515,-0.0002,0.9094,0.0005,0.9117
111517,0.0505,0.0015,0.9077,0.0010,0.9109
111537,0.0479,-0.0034,0.9065,0.0016,0.9100
111557,0.0508,-0.0017,0.9084,0.0003,0.9099
111577,0.0522,-0.0042,0.9070,0.0011,0.9095
111597,0.0493,0.0012,0.9075,0.0011,0.9093
111617,0.0530,-0.0024,0.9121,0.0015,0.9106
111637,0.0510,0.0002,0.9121,0.0010,0.9115
111657,0.0464,0.0017,0.9072,0.0018,0.9106
111677,0.0491,-0.0017,0.9077,0.0007,0.9101
111697,0.0488,-0.0010,0.9092,0.0003,0.9102
111717,0.0496,-0.0022,0.9097,0.0005,0.9105
111737,0.0476,-0.0042,0.9084,0.0011,0.9102
111757,0.0518,0.0000,0.9067,0.0013,0.9096
111777,0.0503,0.0020,0.9082,0.0010,0.9096
111797,0.0483,0.0029,0.9043,0.0016,0.9084
111817,0.0503,-0.0007,0.9128,0.0018,0.9102
111837,0.0491,-0.0032,0.9124,0.0015,0.9112
111857,0.0488,-0.0007,0.9041,0.0018,0.9095
111877,0.0471,-0.0002,0.9094,0.0008,0.9098
111897,0.0496,-0.0024,0.9077,0.0007,0.9096
111917,0.0547,0.0017,0.9116,0.0022,0.9107
111937,0.0498,-0.0002,0.9065,0.0009,0.9098
111957,0.0491,0.0022,0.9080,0.0009,0.9097
111977,0.0491,0.0032,0.9114,0.0013,0.9106
111997,0.0500,-0.0017,0.9143,0.0018,0.9121
112017,0.0461,0.0007,0.9131,0.0013,0.9127
112037,0.0493,-0.0010,0.9055,0.0018,0.9110
112057,0.0513,-0.0002,0.9038,0.0019,0.9093
112077,0.0537,-0.0010,0.9075,0.0013,0.9092
112097,0.0469,-0.0037,0.9114,0.0019,0.9102
